1,California - LA,34.05349,-118.24532
532,Washington England,40.88104,-74.1148
533,Kansas,4.65637,-74.11779
534,Moulton TX,0,0
535,Los Angeles California USA,0,0
536,Fort Wayne Indiana,54.89814,-1.53179
537,Santa Cruz CA,38.49809,-98.32023
538,Newbury Park CA,29.57535,-97.14306
539,Napanee Ontario Canada,34.05349,-118.24532
540,Akron OH,0,0
541,USA,36.97402,-122.03095
542,Inverness MS,34.18806,-118.94151
543,Tulsa OK,0,0
544,GLEN BURNIE,0,0
545,New York NY [Bronx],37.16793,-95.84502
546,Mass. - Western,33.35303,-90.59005
547,Arles France,36.15398,-95.99277
548,Portland,39.16178,-76.62184
549,Aberdeen WA,0,0
550,UK - England - North East,42.18419,-71.71818
551,Des Moines Iowa,0,0
552,Providence RI,45.51179,-122.67563
553,Ocean City NJ,0,0
554,Couchman TX,52.88356,-1.97406
555,Sayreville NJ,41.58979,-93.61566
556,UK - England - West Midlands,41.82387,-71.41199
557,Colorado,39.2794,-74.57555
558,Shawnee OK,31.1689,-100.07715
559,Madrid,0,0
560,Ft. Lauderdale FLORIDA,52.50524,-1.81531
561,Indianapolis IN,38.99792,-105.55096
562,Harlem New York NY,35.33204,-96.92483
563,Copenhagen (Denmark),0,0
564,Kingston Ontario Canada,26.12367,-80.14356
565,Ipswich England,0,0
566,Medellin Colombia,40.8079,-73.9454
567,Edinburg TX,55.67631,12.56935
568,Coventry England,44.23153,-76.47933
569,Havana Cuba,52.05777,1.14378
570,Corte Madera CA,0,0
571,Crossett AR,26.30116,-98.1607
572,BELGIUM,52.40698,-1.50776
573,Nevada,23.1168,-82.38859
574,Lille France,0,0
575,Bristol England,33.13178,-91.96148
576,Indonesia,0,0
577,Ponce Puerto Rico,38.50205,-117.02258
578,UK - England - London,50.63718,3.06281
579,Puerto Rico,0,0
580,Jasper AL,51.45366,-2.59143
581,Del Rio TX,0.10974,113.9174
582,Malden MA,18.01361,-66.6149
583,Plymouth Devon England,0,0
584,Philadelphia Pennsylvania U.S.,0,0
585,allentown Pennsylvania USA,18.22328,-66.42889
586,Fort Meyers FL,0,0
587,Winnipeg Manitoba Canada,29.36624,-100.89818
588,Walker-on-Tyne England,42.4266,-71.07352
589,Houston MS,50.3758,-4.13689
590,Cambridgeshire England,39.95227,-75.16237
591,Brooklyn,0,0
592,Darlington SC,27.9758,-81.54106
593,Westmoreland Jamaica,49.89942,-97.14074
594,Marlin TX,54.97938,-1.54508
595,Los Angeles,33.89627,-89.00018
596,San Francisco Bay Area,0,0
597,Clarksdale MS,40.65507,-73.94888
598,York,34.30246,-79.87162
599,Viareggio Italy,18.20904,-77.97559
600,Brockton MA,31.30627,-96.89774
601,Winterthur Switzerland,34.05349,-118.24532
602,Sledge MS,37.87869,-121.94345
603,Detroit USA,34.19451,-90.5651
604,Coral Springs Florida,53.95333,-1.08342
605,Ames IA,43.8814,10.23522
606,Florence AL,42.08317,-71.01724
607,Chester NY,47.49852,8.73299
608,Elkhart IN,0,0
609,Ventura County CA,42.33168,-83.04792
610,Knobel AK,26.27249,-80.25306
611,Wangaratta Victoria Australia,42.02534,-93.6202
612,Salt Lake City UT,34.80046,-87.67525
613,Oxford England,41.36149,-74.27362
614,Culiacan Sinaloa Mexico,41.68676,-85.97567
615,Corrigan Polk County TX,34.47326,-119.05505
616,Willowdale Ontario Canada,63.03654,-149.10568
617,Miami,-36.35484,146.32611
618,New Mexico,0,0
619,ִ°ngiltere,51.7562,-1.25949
620,Lucerne,0,0
621,Helsinki,30.99688,-94.82807
622,Lagoa da Canoa Alagoas,43.7698,-79.4138
623,Lynchburg VA,0,0
624,Hunington Long Island NY,34.16612,-106.02612
625,Tijuana Mexico/San Diego California,0,0
626,Volos Greece,47.04954,8.30437
627,Los Angeles CA,0,0
628,Cork City Ireland,-9.82491,-36.74328
629,Los Angeles &amp; New York,37.41402,-79.14284
630,CANADA - other,0,0
631,Inongo Zaire,0,0
632,ו°ו— Taiwan,39.37413,22.95775
633,Batley England,0,0
634,Maryland,51.89834,-8.47277
635,New Hampshire USA,0,0
636,Dubuisson LA,56.95468,-98.30897
637,Tokyo Japan,-1.9322,18.28471
638,Galloway Panola County TX,0,0
639,Chelmsford England,0,0
640,Dublin MS,38.8235,-75.92381
641,NORTH FORT MYERS Florida,44.00118,-71.6342
642,Leeds,30.76753,-92.11789
643,Stockholm Sweden,35.67048,139.74092
644,Houston,32.20049,-94.35887
645,Kansas City MO,51.73569,0.47791
646,Collins County TX,34.0737,-90.49217
647,Detroit MI,34.05349,-118.24532
648,Belgrade Yugoslavia,53.79449,-1.54658
649,New York NY [Harlem],59.33217,18.06243
650,Crawley England,29.76045,-95.36978
651,US,39.10295,-94.58306
652,Amityville NY,31.03896,-93.97961
653,Germany (Erfurt Thuringia),0,0
654,Jackson MS,44.81187,20.46414
655,Rockdale TX,0,0
656,AMSTERDAM New York,51.11655,-0.18703
657,Nebraska,37.16793,-95.84502
658,UK - Northern Ireland,40.67856,-73.41853
659,San Diego CA,50.97768,11.02307
660,Long Beach CA,0,0
661,Mן¿½engladbach Germany,30.6554,-97.00189
662,Merida Mexico,42.93896,-74.18893
663,USA ,41.50075,-99.68095
664,Connecticut,41.88415,-87.63241
665,Stuttgart Germany,32.71568,-117.16172
666,Anderson IN,33.76672,-118.1924
667,Fayetteville AR,0,0
668,Vidor TX,0,0
669,MalagaSpanija,37.16793,-95.84502
670,Toronto,41.51776,-72.75753
671,Trenton NJ,48.76767,9.17192
672,Reading,40.10216,-85.67869
673,Centre,36.0632,-94.15791
674,Laietan UM,0,0
675,Serbia,36.71832,-4.42016
676,MX,43.64856,-79.38533
677,East Flatbush Brooklyn NY,40.21787,-74.7594
678,Old Town ME,51.45238,-0.99603
679,Canada,0,0
680,Florence SC,5.87522,-162.4365
681,CANADA - Quֳ©bec,0,0
682,Hacienda Heights CA,23.62574,-101.95625
683,Los Angeles California United States,0,0
684,Laredo TX,0,0
685,Athens,56.95468,-98.30897
686,Havre MT,34.19363,-79.76906
687,Gore VA,53.89128,-68.43114
688,Philadelphia Pennsylvania,33.99363,-117.97092
689,Australia,34.05349,-118.24532
690,Jaen,27.53092,-99.502
691,Karlsruhe Germany,37.97615,23.73641
692,Kremenchuk Ukraine,48.55286,-109.67097
693,Carcassonne France,0,0
694,Bedford-Stuyvesant NY,0,0
695,Cleveland TN,-24.9162,133.39311
696,Charlottesville VA,37.76509,-3.79068
697,Beaumont Texas,49.01037,8.4092
698,Aiken SC,49.08215,33.43009
699,Okmulgee OK,43.21183,2.3584
700,Longjumeau France,40.68869,-73.93918
701,Scranton PA,0,0
702,Vrsac,38.03213,-78.47753
703,Flint MI,0,0
704,Alberta Canada,33.56173,-81.72239
705,City of Angels,35.62327,-95.97585
706,Orange CA,48.69173,2.29005
707,Lausanne CH,41.41013,-75.66079
708,Sheffield South Yorkshire Engla,0,0
709,Haifa Israel,43.0026,-83.7826
710,Pesaro Italy,54.49857,-114.99993
711,Niagra KY,0,0
712,Auburn CA,0,0
713,New York City New York,46.51959,6.63233
714,Boston Brooklyn USA,0,0
715,Dayton Ohio,0,0
716,Wyomissing PA,43.91253,12.90542
717,Quebec,37.82245,-85.69091
718,Jersey City NJ,38.8962,-121.07887
719,Spring Fork MO,40.71455,-74.00712
720,Jamestown ND,40.65507,-73.94888
721,Pacoima CA,39.75911,-84.19444
722,Bay City MI,0,0
723,Harrow Middlesex England,53.89128,-68.43114
724,Wolcott CT,40.7174,-74.04323
725,Vinton LA,38.57842,-93.2393
726,Guerrero,46.91008,-98.70853
727,Staunton VA,34.26624,-118.4164
728,Idaho,0,0
729,Stillwater OK,51.59678,-0.33556
730,New York NY [Washington Heights],40.71455,-74.00712
731,Long Beach California,30.19145,-93.58068
732,Mן¿½th Germany,0,0
733,Cork Ireland,0,0
734,ALBUCRAZY NEW MEXICO,45.49441,-114.14328
735,Montbrison France,0,0
736,Lamar CO,40.8448,-73.93585
737,Knoxville TN,0,0
738,HOUSTON Texas,52.3667,9.3667
739,Spanish Harlem New York City NY,51.89834,-8.47277
740,Latvia,0,0
741,"L.A 	California Estados Unidos ",45.60718,4.06212
742,Brou-sur-Chantereine France,38.08767,-102.61916
743,Finland,35.96049,-83.92091
744,Cincinnati OH,29.76045,-95.36978
745,South Hadley Massachusetts USA,0,0
746,London UK-England,56.87546,24.6075
747,Buffalo NY,37.16793,-95.84502
748,BEVERLY HILLS California,48.88314,2.62879
749,Nordrhein-Westfalen,64.95014,26.06739
750,Tyler Texas USA,39.10644,-84.50469
751,Blue Lick KY,42.21464,-72.59378
752,Lafayette/Baton Rouge LA,0,0
753,Long Island New York,0,0
754,Barcelona,34.07292,-118.39981
755,Reinerton PA,51.42721,7.66379
756,Jyvֳ₪skylֳ₪ Finland,32.34747,-95.2943
757,Whitehaven TN,0,0
758,Champagne IL,30.22032,-92.01705
759,New York New York,40.85251,-73.13585
760,Santa Barbara CA,41.38572,2.17005
761,San Francisco California,0,0
762,Hermosa Beach CA,62.24049,25.75129
763,Port Elizabeth South Africa,35.03731,-90.06146
764,Tempe AZ,39.73926,-89.50409
765,Sheffield Yorkshire England,40.71455,-74.00712
766,Samti LA,34.41925,-119.69887
767,Fort Myers FL,37.77916,-122.42005
768,Bogota COL,33.86404,-118.39535
769,Chihuahua Mexico,-33.96243,25.62326
770,Houma LA,0,0
771,Cypress Texas,53.38311,-1.46454
772,Minter City MS,37.59791,69.86799
773,St Louis MO,0,0
774,Mali Africa,4.65637,-74.11779
775,Mogadishu Somalia,28.63951,-106.07218
776,NASHVILLE US,29.59733,-90.71913
777,Freehold NJ,29.97525,-95.6802
778,Muskegon MI,33.7621,-90.30507
779,New York NY [Queens],0,0
780,Eugene OR,17.57975,-3.99883
781,Vienna,0,0
782,Vitoria Spain,36.16778,-86.77836
783,Harlem New York,40.23447,-74.29504
784,Bayshore Long Island NY,0,0
785,New London CT,0,0
786,Yiewsley London England,44.04992,-123.08854
787,Antibes France,48.20254,16.3688
788,NASHVILLE Tennessee,42.84751,-2.67973
789,St. Catharines ON Canada,40.8079,-73.9454
790,West London England,40.72023,-73.24922
791,Waukesha WI,41.35644,-72.09647
792,Tyler AL,51.51262,-0.47261
793,Centerville TX,43.58015,7.12123
794,UK - England - South West,36.16778,-86.77836
795,CHICAGO US,0,0
796,Oakland CA,0,0
797,Montgomery AL,43.01437,-88.23546
798,Pell City AL,32.31928,-86.89775
799,Hastings England,0,0
800,Frederick MD,52.88356,-1.97406
801,Bergen Norway,41.88415,-87.63241
802,JAPAN,0,0
803,Downey CA,32.38012,-86.30063
804,Brewster New York USA,33.58608,-86.28641
805,Rockledge Florida,0,0
806,Hughesdale Victoria Australia,39.41574,-77.41203
807,Senigallia Italy,60.3907,5.33275
808,Harlingen TX,0,0
809,Nigeria,0,0
810,Kingston,41.39447,-73.61689
811,Aberdeen,28.33268,-80.73486
812,San Francisco,-37.90019,145.08084
813,DeKalb Illinois USA,43.71371,13.22305
814,Sacremento CA,35.53849,-76.62118
815,Ghent Belgium,9.08457,8.67425
816,NY,18.01571,-76.79731
817,Tacoma WA,57.15382,-2.10679
818,Tri-Cities Washington,0,0
819,Rio de Janeiro,41.9293,-88.7493
820,BronxNew York City (USA),37.27188,-119.27023
821,Bowling Green VA,51.05563,3.72856
822,Rossville Tennessee (Lived in Como Mississippi),40.71455,-74.00712
823,Hartford CT,47.25513,-122.44165
824,Portobello Scotland,0,0
825,Vancouver BC Canada,-22.97673,-43.19508
826,North Hollywood CA,0,0
827,Columbia South Carolina,38.05157,-77.34762
828,Leona Texas,34.51042,-89.94049
829,Staten Island NY,41.76332,-72.67407
830,SWEDEN,55.95327,-3.11499
831,Woking Surrey England,49.26044,-123.11403
832,Norrtֳ₪lje,34.19423,-118.39157
833,Robin's Hall Jamaica,0,0
834,Hudsonville MS,31.15509,-95.96653
835,Jacksonville TX,40.5725,-74.154
836,BAKERSFIELD California,62.19845,17.55142
837,Pasco WA,51.31476,-0.56623
838,Rennes,59.75952,18.70249
839,Lousiana,18.11526,-77.27348
840,AUSTRALIA - Queensland,0,0
841,Franklin TN,31.96305,-95.27023
842,Bellevue Washington USA,0,0
843,Seattle WA,46.23518,-119.09456
844,Boulder CO,48.10751,-1.68447
845,Virginia USA,30.9742,-91.52382
846,Angleterre,-19.93272,145.77406
847,SANTA ANA California,35.92425,-86.87093
848,Muswell Hill London England,47.61002,-122.18755
849,Lexington KY,37.27188,-119.27023
850,London United Kingdom,40.01574,-105.27924
851,Philadelphia PA,38.00335,-79.77127
852,Melbourne Victoria Australia,52.88356,-1.97406
853,Arkansas,33.74907,-117.87394
854,LOS ANGELES CALIFORNIA,51.59109,-0.14858
855,Timiֵoara,38.04859,-84.50032
856,Leeds England,51.50632,-0.12714
857,Heston Middlesex England,0,0
858,Zack AR,0,0
859,Gothenburg Sweden,34.7519,-92.13055
860,Santa Barbara,34.05349,-118.24532
861,Houston TX,45.75342,21.22327
862,Raleigh NC,53.79449,-1.54658
863,Ozark AR,51.4855,-0.37196
864,CHICAGO Illinois,35.96043,-92.66602
865,Savignano S/R,57.70133,11.96689
866,Lithonia GA,0,0
867,Wilmington NC,40.99471,-77.60454
868,Gothenburg,0,0
869,Uppsala,35.48703,-93.8277
870,The Bronx New York NY,41.88415,-87.63241
871,Brenham TX,44.09319,12.39424
872,Compton CA,33.71197,-84.10599
873,jakarta,0,0
874,Charleston SC,57.70133,11.96689
875,North London England,59.85845,17.64405
876,Brighton MA,40.85715,-73.85678
877,Bordeaux,30.16602,-96.39998
878,oxford,0,0
879,Joliet IL &amp; Atlanta GA,-6.17144,106.82782
880,Caton MS,32.78115,-79.9316
881,Ottawa Ontario Canada,51.50632,-0.12714
882,Middleburg Florida,42.3519,-71.14566
883,Kenya,44.83663,-0.58104
884,Mandeville Jamaica,0,0
885,Compton California,33.74831,-84.39111
886,Shreveport LA,54.07485,-2.71939
887,HARPERSVILLE Alabama,45.4215,-75.69189
888,Eltham England,30.06677,-81.86674
889,Mobile AL,-0.02435,37.90395
890,Wuppertal Germany,18.03965,-77.51329
891,Malmן¿½ Belgium,0,0
892,Verona - Italy,32.51461,-93.74727
893,Oxnard CA,0,0
894,Cairo/Egypt,0,0
895,Broken Bow OK,51.45102,0.05102
896,Minden LA,30.68639,-88.05324
897,CANADA - B.C.,51.27156,7.19655
898,Montreal Quebec Canada,50.93364,4.22417
899,Hackleburg AL,45.43811,10.9915
900,Henning TN,34.20034,-119.18044
901,Peru,30.08374,31.25536
902,Derry UK,34.02791,-94.73954
903,BIRMINGHAM Alabama,32.61518,-93.286
904,London ON,0,0
905,Glasgow,45.51228,-73.55439
906,Jackson TN,34.27798,-87.82828
907,Minneapolis MN,35.6731,-89.57334
908,CATHEDRAL CITY California,-9.18134,-75.00236
909,Poughkeepsie New York / Pompano Beach Florida,35.85683,129.2459
910,London / New York,33.52029,-86.8115
911,Mt. Vernon NY,42.98689,-81.24621
912,Pomona CA,55.8578,-4.24251
913,Lyon FR,35.6139,-88.8194
914,LOS ANGELES California,0,0
915,Lee's Summit MO,0,0
916,Middle Village NY,41.70671,-73.92937
917,Keiser AR,51.50632,-0.12714
918,Glasgow ,0,0
919,FLGAKY,34.05464,-117.75002
920,Glasgow UK-SCOTLAND,45.7594,4.82897
921,Lewisham London England,0,0
922,Stickney,38.91391,-94.37517
923,Detroit,0,0
924,Flint Michigan,35.67484,-90.09876
925,San Francisco CA,55.8578,-4.24251
926,India,37.82245,-85.69091
927,Beverly Massachusetts,0,0
928,Quitman LA,54.31392,-2.23218
929,Lake Charles Louisiana,43.58915,-98.44127
930,Santo Domingo Rep. Dom.,-22.96566,18.48617
931,Atlanta  Ga,43.0026,-83.7826
932,Hernando MS,0,0
933,Centerville TN,21.7866,82.79476
934,Alta Dena CA,0,0
935,Seymour IN,32.34922,-92.72139
936,Brazil IN,30.22403,-93.22011
937,South Whitney IN,38.66059,-77.24787
938,Whitby Yorkshire England,33.74831,-84.39111
939,Waimanalo HI,34.82353,-89.99726
940,Estonia,35.78032,-87.46671
941,Coral Spring FL,37.27188,-119.27023
942,Moore OK,0,0
943,Espoo/Helsinki,39.52517,-87.1187
944,Haynesville LA,45.49919,-78.24499
945,LITTLE ROCK Arkansas,0,0
946,Hendersonville TN,21.34765,-157.7197
947,Ewing NJ,58.59232,25.80695
948,Mississauga,0,0
949,Singapore,35.33826,-97.48561
950,Seattle,0,0
951,Metro Manila,32.96197,-93.13913
952,Barcelona ,34.74865,-92.27449
953,Finglas Ireland,36.30486,-86.62021
954,Amsterdam The Netherlands,0,0
955,Mississippi Gulf Coast,43.58828,-79.64372
956,Morpeth Ontario Canada,0,0
957,Raines UT,47.60356,-122.32944
958,Vancouver British Columbia Cana,14.56298,121.02183
959,Boston,41.38572,2.17005
960,Barbados West Indies,0,0
961,Canberra Australia,0,0
962,Wilson NC,32.58507,-89.87374
963,Pittsburgh Pennsylvania,42.39336,-81.84348
964,Cardiff,39.49974,-111.54732
965,Venus,49.26044,-123.11403
966,Libreville Gabon; Los Angeles CA US,42.31256,-71.08868
967,St. Louis Missouri,16.85576,-69.46854
968,Uniondale NY,-35.30654,149.12656
969,Livingston TN,35.72171,-77.91615
970,Mt. San Antonio College CA,40.43831,-79.99745
971,Atamisqui Argentina,51.48126,-3.18067
972,Santa Barbara California,27.10442,-81.33231
973,Vancouver,34.05349,-118.24532
974,Harlington TX,0,0
975,Twin Cities MN,40.71793,-73.59354
976,Varna,36.38418,-85.32281
977,Winston-Salem NC,34.04597,-117.84881
978,Mascouche Qc,-28.49522,-63.81885
979,Tioga Springs TX,34.41925,-119.69887
980,Warszawa,49.26044,-123.11403
981,East Moline IL,31.1689,-100.07715
982,Madison WI,46.44231,-93.36586
983,Marietta GA,43.19899,27.92076
984,MILWAUKEE Wisconsin,35.83073,-85.97874
985,Hong Kong,0,0
986,Kentucky,33.46725,-96.91393
987,Dunedin FL,52.23535,21.00939
988,Huntington WV,41.51526,-90.43987
989,Bloomsburg PA,43.07295,-89.38669
990,Greece,33.95319,-84.54588
991,Tyneside England,0,0
992,ֳ–rebro,0,0
993,Newcastle England,37.82245,-85.69091
994,Santo Amaro da Purificaן¿½ Bra,35.83073,-85.97874
995,Nevada City CA,38.41982,-82.44537
996,Maine,41.00461,-76.45327
997,Richmond Hill NY,0,0
998,Nashville,52.88356,-1.97406
999,BROCKTON Massachusetts,59.27074,15.21751
1000,CHARLOTTE North Carolina,54.97791,-1.61237
1001,St. Renan France,-23.6361,-46.71173
1002,PHILADELPHIA Pennsylvania,39.26271,-121.01914
1003,HOLLYWOOD California,0,0
1004,McMinnville TN,40.69626,-73.83301
1005,St Mary Jamaica,36.16778,-86.77836
1006,CALIFORNIA California,0,0
1007,Ralls TX,35.2225,-80.83754
1008,Harrisburg PA,48.43434,-4.62141
1009,Dallas TX,0,0
1010,Mount Airy NC,34.09834,-118.32674
1011,Sheffield England,35.68094,-85.77449
1012,Marseille,18.11526,-77.27348
1013,El Paso TX,7.33532,-72.94832
1014,SALINAS California,33.67466,-101.3878
1015,Minneapolis/St. Paul MN,40.99471,-77.60454
1016,Delaware,0,0
1017,Martinique French,36.49905,-80.60688
1018,Dearborn MI,0,0
1019,Maracaibo VE,43.29368,5.37249
1020,Needham MA,31.75916,-106.48749
1021,San Fransisco CA,0,0
1022,New Orleans,0,0
1023,Nancy,0,0
1024,Wilmington NC,14.63554,-61.02281
1025,Tromso Norway,0,0
1026,Little Rock AK,10.73445,-71.63056
1027,Mansfield OH,42.28107,-71.23605
1028,Normal IL,37.27188,-119.27023
1029,Macclesfield Cheshire England,29.95369,-90.07771
1030,Pretoria,0,0
1031,Bergen,34.23497,-77.94599
1032,Bolton MS,69.65102,18.95574
1033,Bangor Maine,34.74865,-92.27449
1034,Manchester CT,40.75851,-82.5148
1035,Norway  (Sandefjord),0,0
1036,Isle of Wight England,53.26265,-2.13468
1037,key west florida,-25.7458,28.18759
1038,Lobdell LA,60.3907,5.33275
1039,Brooklyn NY,32.34973,-90.45987
1040,WILMINGTON Delaware,44.80171,-68.77077
1041,MOUNT PLEASANT South Carolina,0,0
1042,Denver Colorado,59.13349,10.22291
1043,Aitkin MN,50.67109,-1.32524
1044,Cullendale AR,24.55439,-81.80045
1045,Alexandria Egypt,30.4951,-91.25276
